"","code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result.x","date_registration","module_presentation_length","count_date","sum_click_sum","frequency","avg_date_submission"
"63","AAA","2013J",1758449,"1","South Region",2,4,2,0,75,1,4,"-198",268,650,2756,4.24,-10
"64","AAA","2013J",175932,"1","North Western Region",4,8,2,0,60,1,3,"-92",268,437,2016,4.61327231121281,81.6
"65","AAA","2013J",175991,"0","North Western Region",3,9,1,0,180,1,2,"-57",268,50,138,2.76,97.4
"66","AAA","2013J",1765788,"1","South East Region",4,8,3,0,60,1,3,"-43",268,1712,7057,4.12207943925234,83.6
"67","AAA","2013J",1801229,"1","Ireland",4,5,2,0,60,1,3,"-106",268,371,1443,3.88948787061995,83.2
"68","AAA","2013J",1801641,"1","Scotland",3,4,2,0,60,1,3,"-32",268,134,459,3.42537313432836,80.2
"69","AAA","2013J",180753,"1","South West Region",3,4,1,0,120,1,3,"-64",268,858,2012,2.34498834498834,78.4
"70","AAA","2013J",181316,"0","South West Region",3,9,2,0,120,1,4,"-39",268,145,487,3.35862068965517,-10
"71","AAA","2013J",183096,"0","South West Region",3,7,1,0,60,1,3,"-128",268,547,1975,3.61060329067642,81.8
"72","AAA","2013J",183947,"1","London Region",3,5,1,0,180,1,3,"-32",268,368,964,2.6195652173913,82.2
"73","AAA","2013J",184271,"1","South West Region",4,9,2,0,170,1,3,"-74",268,477,1312,2.75052410901468,78.6
"74","AAA","2013J",1847830,"1","South West Region",2,5,2,0,60,1,3,"-164",268,1623,6518,4.01601971657425,80.2
"75","AAA","2013J",185439,"1","London Region",4,5,1,0,120,1,2,"-12",268,99,427,4.31313131313131,-6
"76","AAA","2013J",1860318,"1","South West Region",2,5,2,0,300,2,3,"-53",268,1328,5975,4.49924698795181,81.2
"77","AAA","2013J",186149,"1","Scotland",4,4,2,0,60,1,3,"-109",268,585,2136,3.65128205128205,89.8
"78","AAA","2013J",187100,"1","South East Region",3,6,2,0,60,1,1,"-136",268,1922,8562,4.45473465140479,79.2
"79","AAA","2013J",188278,"1","Yorkshire Region",3,8,2,0,120,1,4,"-57",268,393,1434,3.64885496183206,-11
"80","AAA","2013J",1889511,"1","Yorkshire Region",3,6,2,0,60,1,3,"-42",268,575,1754,3.0504347826087,83.2
"81","AAA","2013J",1889577,"0","South Region",3,8,2,0,60,2,3,"-81",268,307,931,3.03257328990228,82
"82","AAA","2013J",1894188,"0","East Midlands Region",3,9,1,0,60,1,3,"-57",268,490,4294,8.76326530612245,76.6
"83","AAA","2013J",189879,"1","Scotland",3,10,1,0,120,1,3,"-180",268,442,1541,3.48642533936652,80.6
"84","AAA","2013J",192183,"0","South West Region",2,10,1,0,60,1,3,"-62",268,804,3219,4.00373134328358,81.6
"85","AAA","2013J",1938355,"1","South Region",3,10,2,0,60,1,3,"-102",268,607,1992,3.28171334431631,74.6
"86","AAA","2013J",1942396,"0","East Anglian Region",2,5,2,0,120,2,3,"-29",268,164,470,2.86585365853659,83.2
"87","AAA","2013J",195262,"1","London Region",3,10,1,0,60,1,4,"-45",268,352,1905,5.41193181818182,110
"88","AAA","2013J",1970390,"1","West Midlands Region",2,1,2,0,60,1,4,"-108",268,2007,11139,5.55007473841555,86
"89","AAA","2013J",1976139,"1","Ireland",2,6,2,0,120,1,3,"-195",268,354,1216,3.43502824858757,64.75
"90","AAA","2013J",200860,"1","London Region",2,6,2,0,60,1,3,"-54",268,280,534,1.90714285714286,79.2
"91","AAA","2013J",2011876,"0","East Anglian Region",3,10,1,0,60,2,3,"-32",268,419,1401,3.3436754176611,81.2
"92","AAA","2013J",2012966,"1","North Western Region",2,4,2,0,60,1,3,"-102",268,148,519,3.50675675675676,80.4
"93","AAA","2013J",202635,"0","Wales",3,4,1,0,60,1,4,"-73",268,297,1418,4.77441077441077,40.3333333333333
"94","AAA","2013J",2051699,"0","South West Region",2,8,2,0,60,1,3,"-137",268,441,1734,3.93197278911565,83.8
"95","AAA","2013J",205350,"1","South West Region",4,9,2,0,60,1,3,"-68",268,563,1665,2.95737122557726,81.2
"96","AAA","2013J",205719,"1","East Anglian Region",3,5,1,0,90,2,2,"-51",268,117,333,2.84615384615385,33.6666666666667
"97","AAA","2013J",2062879,"0","East Anglian Region",3,7,1,0,60,1,2,"-74",268,738,2386,3.23306233062331,80.6
"98","AAA","2013J",2065691,"1","London Region",3,4,2,0,330,2,4,"-16",268,248,1430,5.76612903225806,23
"99","AAA","2013J",2073016,"0","London Region",2,4,2,0,60,1,4,"-65",268,329,849,2.58054711246201,38.6666666666667
"100","AAA","2013J",2080474,"0","South Region",3,10,2,0,60,1,3,"-123",268,361,1146,3.17451523545706,82.2
"101","AAA","2013J",2083877,"0","West Midlands Region",3,1,1,0,120,1,3,"-45",268,258,685,2.65503875968992,83.8
"102","AAA","2013J",2084066,"0","South West Region",2,6,2,0,60,1,2,"-148",268,465,1967,4.23010752688172,67.5
"103","AAA","2013J",2104505,"1","West Midlands Region",2,1,2,0,60,1,3,"-65",268,197,701,3.55837563451777,80.8
"104","AAA","2013J",2122180,"0","North Western Region",2,9,2,0,60,1,1,"-35",268,977,4712,4.82292732855681,85
"105","AAA","2013J",2139353,"1","London Region",3,6,2,0,120,1,4,"-59",268,446,1262,2.82959641255605,34.3333333333333
"106","AAA","2013J",2143752,"0","South Region",2,8,2,0,60,1,3,"-46",268,352,1888,5.36363636363636,80
"107","AAA","2013J",2146792,"1","North Western Region",4,3,3,0,60,1,3,"-59",268,720,2385,3.3125,81.2
"108","AAA","2013J",2153153,"0","Yorkshire Region",3,5,1,0,60,1,3,"-49",268,821,3385,4.12302070645554,80.4
"109","AAA","2013J",2155014,"0","West Midlands Region",2,9,1,0,60,2,3,"-32",268,306,1454,4.7516339869281,85.6
"110","AAA","2013J",2164705,"0","North Western Region",3,5,1,0,120,1,2,"-43",268,76,231,3.03947368421053,-12
"111","AAA","2013J",2171627,"0","Yorkshire Region",3,4,2,0,60,1,3,"-50",268,398,1346,3.38190954773869,79
"112","AAA","2013J",2182846,"0","London Region",3,8,2,0,60,1,3,"-113",268,1383,4214,3.0469992769342,79.2
"113","AAA","2013J",2194100,"0","East Anglian Region",3,6,2,0,60,1,3,"-108",268,434,1401,3.22811059907834,80
"114","AAA","2013J",2197016,"0","North Western Region",4,4,2,0,60,1,3,"-35",268,415,1455,3.50602409638554,77.2
"115","AAA","2013J",2208424,"1","Scotland",3,3,1,0,60,1,3,"-66",268,374,1080,2.88770053475936,79.8
"116","AAA","2013J",2229865,"0","West Midlands Region",3,5,2,0,60,1,3,"-116",268,911,3236,3.55214050493963,80.6
"117","AAA","2013J",2255601,"0","South Region",3,9,2,0,120,1,4,"-28",268,618,2543,4.11488673139159,-7.5
"118","AAA","2013J",2268379,"0","East Midlands Region",3,3,1,0,60,1,3,"-74",268,624,1685,2.70032051282051,83.8
"119","AAA","2013J",227499,"0","London Region",3,5,2,0,60,1,1,"-169",268,807,2953,3.65923172242875,80.2
"120","AAA","2013J",227517,"1","Ireland",4,5,1,0,180,1,2,"-172",268,387,1205,3.11369509043928,80.6
"121","AAA","2013J",2278464,"1","South Region",2,4,2,0,60,1,3,"-129",268,111,307,2.76576576576577,84.8
"122","AAA","2013J",228082,"1","London Region",4,7,1,0,60,1,3,"-31",268,136,227,1.66911764705882,81.2
"123","AAA","2013J",228222,"1","East Midlands Region",2,6,1,0,60,1,3,"-108",268,166,445,2.68072289156627,88
"124","AAA","2013J",229179,"1","West Midlands Region",3,3,1,0,60,1,3,"-165",268,163,614,3.76687116564417,80.4
"125","AAA","2013J",229361,"1","East Midlands Region",3,6,1,0,60,1,3,"-58",268,349,1215,3.48137535816619,80.2
"126","AAA","2013J",2293923,"1","South Region",3,10,1,0,150,1,3,"-85",268,110,303,2.75454545454545,82.2
"127","AAA","2013J",2312620,"0","East Midlands Region",4,3,2,0,60,1,4,"-45",268,315,1129,3.58412698412698,33.3333333333333
"128","AAA","2013J",231554,"1","London Region",3,5,1,0,240,1,3,"-29",268,435,1839,4.22758620689655,66.5
"129","AAA","2013J",2329342,"0","East Anglian Region",2,5,2,0,120,1,3,"-56",268,194,565,2.91237113402062,85.6
"130","AAA","2013J",2339528,"0","London Region",2,5,1,0,60,1,1,"-57",268,155,593,3.8258064516129,83.4
"131","AAA","2013J",2342426,"1","Yorkshire Region",2,3,2,0,60,1,2,"-38",268,518,1814,3.5019305019305,83.6
"132","AAA","2013J",2344901,"0","Yorkshire Region",3,7,1,0,60,1,2,"-24",268,144,445,3.09027777777778,61.25
"133","AAA","2013J",235507,"1","Yorkshire Region",3,10,1,0,240,1,4,"-79",268,71,190,2.67605633802817,-12
"134","AAA","2013J",2358056,"0","North Region",4,5,1,0,60,1,2,"-102",268,544,1588,2.91911764705882,81.2
"135","AAA","2013J",2358969,"0","East Anglian Region",3,8,1,0,180,1,4,"-53",268,106,373,3.5188679245283,-11
"136","AAA","2013J",236284,"1","Scotland",5,10,1,0,60,1,3,"2",268,210,732,3.48571428571429,82.8
"137","AAA","2013J",2364471,"0","Scotland",4,10,1,0,60,2,3,"-80",268,2230,7182,3.22062780269058,85.4
"138","AAA","2013J",2367155,"0","East Anglian Region",3,9,1,0,120,1,3,"-22",268,510,2148,4.21176470588235,81.2
"139","AAA","2013J",2369266,"0","London Region",2,8,2,0,60,1,3,"-94",268,480,2146,4.47083333333333,81.8
"140","AAA","2013J",2376496,"0","East Midlands Region",3,3,1,0,120,1,3,"-185",268,302,749,2.48013245033113,81
"141","AAA","2013J",238007,"1","South Region",4,10,3,0,60,1,3,"-151",268,743,1935,2.6043068640646,81.2
"142","AAA","2013J",2391984,"1","South Region",3,10,1,0,60,1,4,"-101",268,188,818,4.35106382978723,59.5
"143","AAA","2013J",240712,"1","London Region",4,9,1,0,80,1,3,"-45",268,107,321,3,81.2
"144","AAA","2013J",240884,"1","South Region",3,10,1,0,120,1,3,"-47",268,191,427,2.23560209424084,79.2
"145","AAA","2013J",2411661,"0","South Region",3,9,1,0,120,1,2,"-17",268,125,574,4.592,82.2
"146","AAA","2013J",2411778,"1","Scotland",4,3,1,0,120,1,4,"-35",268,239,1497,6.26359832635983,-13
"147","AAA","2013J",2412002,"1","South West Region",2,6,2,0,90,1,1,"-38",268,976,3344,3.42622950819672,88.6
"148","AAA","2013J",2412967,"0","South Region",3,9,2,0,60,1,3,"-73",268,698,2458,3.5214899713467,82.2
"149","AAA","2013J",241649,"1","East Anglian Region",4,10,2,0,60,1,3,"-50",268,573,1892,3.30191972076789,75.2
"150","AAA","2013J",241729,"0","East Midlands Region",4,7,2,0,60,1,2,"-31",268,627,1829,2.9170653907496,82.2
"151","AAA","2013J",242793,"1","London Region",4,3,2,0,60,1,3,"-36",268,263,658,2.50190114068441,80.6
"152","AAA","2013J",2429854,"1","London Region",3,5,2,0,120,2,4,"-52",268,159,655,4.11949685534591,-6
"153","AAA","2013J",2437837,"0","North Region",3,4,1,0,60,1,3,"-53",268,676,2684,3.97041420118343,80
"154","AAA","2013J",2449878,"0","East Midlands Region",3,4,1,0,60,1,3,"-32",268,261,622,2.38314176245211,86.6
"155","AAA","2013J",2456480,"1","Scotland",2,9,2,0,120,1,2,"-71",268,73,183,2.50684931506849,33.3333333333333
"156","AAA","2013J",2457256,"1","South Region",2,9,2,0,180,1,3,"-50",268,425,1611,3.79058823529412,82.8
"157","AAA","2013J",2458355,"1","London Region",2,9,2,0,60,1,3,"-81",268,1148,4187,3.64721254355401,81.2
"158","AAA","2013J",2460080,"1","Scotland",4,10,3,0,60,1,3,"-52",268,696,3424,4.91954022988506,84.2
"159","AAA","2013J",2461190,"1","South Region",4,8,3,0,60,1,2,"-11",268,238,967,4.06302521008403,-8.5
"160","AAA","2013J",246834,"1","South West Region",3,10,2,0,60,1,3,"-16",268,351,1174,3.34472934472934,81
"161","AAA","2013J",2469673,"0","Yorkshire Region",2,3,2,0,60,1,2,"-22",268,165,523,3.16969696969697,108.75
"162","AAA","2013J",2470694,"0","Scotland",4,6,3,0,60,1,4,"-106",268,680,2176,3.2,-7
"163","AAA","2013J",2479954,"1","North Western Region",3,5,1,0,60,1,3,"-46",268,129,323,2.50387596899225,84.2
"164","AAA","2013J",2481901,"1","Wales",2,9,2,0,60,1,3,"-195",268,498,1949,3.9136546184739,79.8
"165","AAA","2013J",248270,"1","North Western Region",2,3,1,0,90,1,3,"-198",268,752,1969,2.61835106382979,85
"166","AAA","2013J",2482700,"1","South Region",2,10,1,0,120,1,3,"-59",268,413,1616,3.91283292978208,81
"167","AAA","2013J",2486127,"0","East Anglian Region",4,10,1,0,120,1,3,"-144",268,576,1690,2.93402777777778,78.6
"168","AAA","2013J",2498700,"0","North Western Region",2,5,1,0,240,1,3,"-43",268,852,2864,3.36150234741784,84
"169","AAA","2013J",2516503,"1","South East Region",4,5,2,0,60,1,3,"-65",268,1063,3070,2.88805268109125,80.8
"170","AAA","2013J",2518069,"1","East Midlands Region",3,10,1,0,60,1,3,"-105",268,447,1617,3.61744966442953,78
"171","AAA","2013J",2521459,"0","London Region",2,5,1,0,60,1,3,"-158",268,363,1078,2.96969696969697,85.6
"172","AAA","2013J",2523736,"1","North Western Region",3,3,3,0,120,1,3,"-46",268,228,470,2.06140350877193,67.25
"173","AAA","2013J",2529279,"0","North Western Region",4,7,2,0,60,1,3,"-67",268,336,1189,3.53869047619048,79.2
"174","AAA","2013J",2532302,"0","East Anglian Region",3,9,1,0,60,1,3,"-65",268,358,1216,3.39664804469274,70.6
"175","AAA","2013J",2536991,"1","South Region",4,10,3,0,60,1,1,"-87",268,392,1080,2.75510204081633,82.6
"176","AAA","2013J",2550279,"0","North Region",4,5,2,0,60,1,3,"-153",268,663,2809,4.236802413273,84
"177","AAA","2013J",2551220,"0","South Region",2,10,1,0,60,1,3,"-94",268,503,1327,2.63817097415507,84.2
"178","AAA","2013J",2552472,"0","South Region",4,9,2,0,120,1,4,"-38",268,93,519,5.58064516129032,8
"179","AAA","2013J",2555340,"0","South Region",4,10,2,0,60,1,3,"-67",268,1038,4441,4.27842003853565,79.8
"180","AAA","2013J",255548,"1","Wales",2,3,2,0,60,1,3,"-103",268,815,2580,3.16564417177914,86
"181","AAA","2013J",2557283,"1","Yorkshire Region",4,9,3,0,60,1,3,"-80",268,1808,7262,4.01659292035398,80.2
"182","AAA","2013J",2559575,"1","South West Region",2,4,1,0,60,1,3,"-31",268,218,650,2.98165137614679,80.2
"183","AAA","2013J",2562034,"1","East Anglian Region",3,8,1,0,60,1,3,"-30",268,67,248,3.70149253731343,84.4
"184","AAA","2013J",2566163,"0","South Region",3,9,1,0,60,1,3,"-91",268,416,1591,3.82451923076923,80.4
"185","AAA","2013J",2566592,"0","South Region",3,10,2,0,60,1,3,"-35",268,387,1359,3.51162790697674,80
"186","AAA","2013J",256815,"1","North Western Region",4,5,1,0,120,1,3,"-117",268,518,1481,2.85907335907336,85.8
"187","AAA","2013J",2574528,"1","Ireland",4,5,2,0,60,1,3,"-16",268,396,988,2.49494949494949,82.2
"188","AAA","2013J",2574583,"1","Yorkshire Region",2,8,2,0,60,1,3,"-63",268,428,1890,4.41588785046729,83.2
"189","AAA","2013J",2576122,"1","North Western Region",3,8,1,0,60,1,4,"-137",268,85,250,2.94117647058824,-12
"190","AAA","2013J",2578995,"0","West Midlands Region",3,5,1,0,60,2,3,"-62",268,477,1326,2.77987421383648,81
"191","AAA","2013J",258392,"0","West Midlands Region",2,4,1,0,60,1,3,"-68",268,299,844,2.82274247491639,83.4
"192","AAA","2013J",2586560,"0","East Anglian Region",2,9,2,0,60,1,3,"-94",268,729,2905,3.98491083676269,81.6
"193","AAA","2013J",258894,"0","East Anglian Region",2,8,2,0,60,1,3,"-172",268,1370,4963,3.62262773722628,84.4
"194","AAA","2013J",2594139,"0","South West Region",3,6,1,0,60,1,3,"-74",268,302,1868,6.18543046357616,91.2
"195","AAA","2013J",2598871,"0","East Anglian Region",3,9,2,0,60,1,3,"-128",268,549,2049,3.73224043715847,79.2
"196","AAA","2013J",2599352,"0","Scotland",3,4,1,0,120,1,3,"-106",268,328,1160,3.53658536585366,84.8
"197","AAA","2013J",2600688,"1","West Midlands Region",3,3,1,0,60,1,3,"-165",268,146,582,3.98630136986301,81
"198","AAA","2013J",260355,"0","London Region",3,9,2,0,60,1,4,"-186",268,134,426,3.17910447761194,35.6666666666667
"199","AAA","2013J",2606098,"0","East Midlands Region",3,10,1,0,60,1,3,"-102",268,198,491,2.47979797979798,82.2
"200","AAA","2013J",2613116,"0","London Region",2,5,2,0,60,1,3,"-63",268,264,1181,4.47348484848485,79.8
"201","AAA","2013J",2617002,"0","Yorkshire Region",3,9,1,0,60,1,3,"-46",268,423,1473,3.4822695035461,83.8
"202","AAA","2013J",262011,"1","East Midlands Region",3,3,2,0,60,1,3,"-145",268,345,1066,3.08985507246377,83.8
"203","AAA","2013J",262934,"0","North Western Region",3,4,2,0,60,1,3,"-191",268,717,2407,3.35704323570432,80.2
"204","AAA","2013J",2639449,"1","East Midlands Region",3,5,1,0,120,1,3,"-127",268,303,797,2.63036303630363,67.75
"205","AAA","2013J",2639540,"0","North Western Region",3,10,2,0,60,1,3,"-38",268,789,1964,2.48922686945501,83.6
"206","AAA","2013J",2639641,"1","South East Region",2,4,2,0,120,1,3,"-48",268,628,2042,3.2515923566879,79
"207","AAA","2013J",2641155,"1","East Midlands Region",2,6,2,0,60,1,3,"-71",268,1329,4109,3.09179834462002,80.4
"208","AAA","2013J",2643002,"0","South West Region",3,9,2,0,60,1,3,"-52",268,784,2434,3.10459183673469,84.8
"209","AAA","2013J",2645733,"0","South West Region",3,5,1,0,180,1,3,"-100",268,543,1596,2.93922651933702,80.8
"210","AAA","2013J",2649826,"1","East Anglian Region",2,7,2,0,60,1,1,"-144",268,1562,5974,3.82458386683739,74.4
"211","AAA","2013J",2650282,"1","London Region",3,1,2,0,60,1,3,"-29",268,260,641,2.46538461538462,86
"212","AAA","2013J",2664024,"1","South East Region",4,10,2,0,60,1,3,"-31",268,288,808,2.80555555555556,84.6
"213","AAA","2013J",2666246,"1","North Western Region",3,10,1,0,60,1,3,"-43",268,231,612,2.64935064935065,80.6
"214","AAA","2013J",2669816,"1","Yorkshire Region",3,10,1,0,60,1,2,"-58",268,137,280,2.04379562043796,81.4
"215","AAA","2013J",2671132,"1","London Region",4,3,3,0,60,1,3,"-38",268,683,3720,5.44655929721816,79
"216","AAA","2013J",2676809,"0","North Region",4,5,1,0,150,1,2,"-31",268,134,309,2.30597014925373,43
"217","AAA","2013J",2678643,"0","South Region",3,9,1,0,60,1,3,"-25",268,582,2287,3.92955326460481,81.8
"218","AAA","2013J",268073,"1","East Anglian Region",3,5,2,0,90,1,2,"-33",268,716,3210,4.48324022346369,79
"219","AAA","2013J",2685865,"0","East Midlands Region",2,4,1,0,60,1,3,"-101",268,878,2815,3.20615034168565,82.2
"220","AAA","2013J",268733,"1","East Anglian Region",3,4,1,0,180,1,4,"-17",268,55,188,3.41818181818182,54.5
"221","AAA","2013J",2688067,"1","East Anglian Region",3,5,1,0,60,1,3,"-31",268,75,289,3.85333333333333,81.2
"222","AAA","2013J",2689958,"1","East Anglian Region",3,5,2,0,60,1,1,"-71",268,1744,3929,2.25286697247706,81.2
"223","AAA","2013J",2691206,"0","West Midlands Region",3,6,1,0,60,1,1,"-109",268,825,2297,2.78424242424242,82.4
"224","AAA","2013J",2691244,"1","South Region",3,5,2,0,180,1,3,"-87",268,224,472,2.10714285714286,105.75
"225","AAA","2013J",2694424,"1","East Anglian Region",3,8,2,0,120,1,3,"-170",268,1255,4218,3.3609561752988,79.6
"226","AAA","2013J",2698257,"1","East Midlands Region",2,7,1,0,120,1,3,"-58",268,267,758,2.83895131086142,83.2
"227","AAA","2013J",271251,"1","Scotland",3,9,2,0,60,1,3,"-68",268,639,3348,5.23943661971831,81.2
"228","AAA","2013J",277880,"0","South East Region",3,7,1,0,60,1,4,"-108",268,470,2016,4.28936170212766,37
"229","AAA","2013J",279572,"1","London Region",2,5,1,0,60,1,1,"-138",268,297,1183,3.98316498316498,78.2
"230","AAA","2013J",281022,"0","Scotland",3,4,1,0,150,1,3,"-74",268,183,492,2.68852459016393,82.6
